video,frame,keyframe,mode,divider,key_dist,rle_key,rle_delta,ratio_Y,ratio_Cb,ratio_Cr,mse_rgb
clip_1.mp4,10,1,4:4:4,1,2,0,1,1.0,1.0,1.0,0.3616186021090535
clip_1.mp4,11,0,4:4:4,1,2,0,1,20.142207716517078,58.99624445203141,69.00499168053244,0.3615959362139918
clip_1.mp4,12,1,4:4:4,1,2,0,1,1.0,1.0,1.0,0.3621797839506173
clip_1.mp4,13,0,4:4:4,1,2,0,1,1.6404284606743351,3.7509903873635615,4.079175666584044,0.3630132780349794
clip_1.mp4,14,1,4:4:4,1,2,0,1,1.0,1.0,1.0,0.36714795524691357
clip_1.mp4,15,0,4:4:4,1,2,0,1,3.2847235642798984,7.752239386281048,8.430844792115598,0.3677735982510288
clip_1.mp4,16,1,4:4:4,1,2,0,1,1.0,1.0,1.0,0.3681587577160494
clip_1.mp4,17,0,4:4:4,1,2,0,1,2.5609864540415566,6.158378673762741,6.441672051294796,0.36801150977366254
clip_1.mp4,18,1,4:4:4,1,2,0,1,1.0,1.0,1.0,0.36770142103909464
clip_1.mp4,19,0,4:4:4,1,2,0,1,3.377154695052833,8.213513320816599,8.37459512289686,0.36875835905349796
clip_1.mp4,0,1,4:4:4,1,4,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,1,4,0,1,8.336281478146207,19.06828756919795,19.548248425657075,0.3694301376028807
clip_1.mp4,2,0,4:4:4,1,4,0,1,1.1418502202643173,2.5106365461312516,2.739197632792169,0.3632839827674897
clip_1.mp4,3,0,4:4:4,1,4,0,1,1.0440204454003892,2.247010812439181,2.4693416279839666,0.3602473958333333
clip_1.mp4,4,1,4:4:4,1,4,0,1,1.0,1.0,1.0,0.3595095486111111
clip_1.mp4,5,0,4:4:4,1,4,0,1,1.554585938554271,3.6155039840984777,3.8298296745309677,0.35903452932098767
clip_1.mp4,6,0,4:4:4,1,4,0,1,1.5217094574066654,3.591296094881156,3.806195346515026,0.3592319315843621
clip_1.mp4,7,0,4:4:4,1,4,0,1,1.1715942631657454,2.7081031524013257,2.9378178881600387,0.35902199074074076
clip_1.mp4,8,1,4:4:4,1,4,0,1,1.0,1.0,1.0,0.36033307613168725
clip_1.mp4,9,0,4:4:4,1,4,0,1,1.325961763498452,3.344235644752376,3.549979798533168,0.36248601466049385
clip_1.mp4,10,0,4:4:4,1,4,0,1,1.2105516953911934,3.0892356465852444,3.282155180600842,0.3616186021090535
clip_1.mp4,11,0,4:4:4,1,4,0,1,1.2023560054597724,3.068345259868246,3.2628193427785575,0.3615959362139918
clip_1.mp4,12,1,4:4:4,1,4,0,1,1.0,1.0,1.0,0.3621797839506173
clip_1.mp4,13,0,4:4:4,1,4,0,1,1.6404284606743351,3.7509903873635615,4.079175666584044,0.3630132780349794
clip_1.mp4,14,0,4:4:4,1,4,0,1,1.3273333632051618,3.1277433368025704,3.3897196811675703,0.36714795524691357
clip_1.mp4,15,0,4:4:4,1,4,0,1,1.1883080936296921,2.8349169457926036,3.089962984818411,0.3677735982510288
clip_1.mp4,16,1,4:4:4,1,4,0,1,1.0,1.0,1.0,0.3681587577160494
clip_1.mp4,17,0,4:4:4,1,4,0,1,2.5609864540415566,6.158378673762741,6.441672051294796,0.36801150977366254
clip_1.mp4,18,0,4:4:4,1,4,0,1,1.9243511718162734,4.850889423301862,5.049260483984864,0.36770142103909464
clip_1.mp4,19,0,4:4:4,1,4,0,1,1.573235572604336,3.8998115542449194,4.054117463048408,0.36875835905349796
clip_1.mp4,0,1,4:4:4,1,6,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,1,6,0,1,8.336281478146207,19.06828756919795,19.548248425657075,0.3694301376028807
clip_1.mp4,2,0,4:4:4,1,6,0,1,1.1418502202643173,2.5106365461312516,2.739197632792169,0.3632839827674897
clip_1.mp4,3,0,4:4:4,1,6,0,1,1.0440204454003892,2.247010812439181,2.4693416279839666,0.3602473958333333
clip_1.mp4,4,0,4:4:4,1,6,0,1,0.9945295121452888,2.1024626066642873,2.319374878360331,0.3595095486111111
clip_1.mp4,5,0,4:4:4,1,6,0,1,0.979119113882092,2.0312922451186686,2.2152520789354484,0.35903452932098767
clip_1.mp4,6,1,4:4:4,1,6,0,1,1.0,1.0,1.0,0.3592319315843621
clip_1.mp4,7,0,4:4:4,1,6,0,1,1.7053893791481278,4.130529184212518,4.597538046755827,0.35902199074074076
clip_1.mp4,8,0,4:4:4,1,6,0,1,1.252402310083119,3.0297805688436394,3.331030826814027,0.36033307613168725
clip_1.mp4,9,0,4:4:4,1,6,0,1,1.0483433081662181,2.403527399006876,2.576156636684391,0.36248601466049385
clip_1.mp4,10,0,4:4:4,1,6,0,1,1.0258155669095328,2.356851076017995,2.525331254871395,0.3616186021090535
clip_1.mp4,11,0,4:4:4,1,6,0,1,1.023810910972492,2.3529411764705883,2.5227075308951377,0.3615959362139918
clip_1.mp4,12,1,4:4:4,1,6,0,1,1.0,1.0,1.0,0.3621797839506173
clip_1.mp4,13,0,4:4:4,1,6,0,1,1.6404284606743351,3.7509903873635615,4.079175666584044,0.3630132780349794
clip_1.mp4,14,0,4:4:4,1,6,0,1,1.3273333632051618,3.1277433368025704,3.3897196811675703,0.36714795524691357
clip_1.mp4,15,0,4:4:4,1,6,0,1,1.1883080936296921,2.8349169457926036,3.089962984818411,0.3677735982510288
clip_1.mp4,16,0,4:4:4,1,6,0,1,1.1787430606163616,2.8554195963084448,3.1140839613262488,0.3681587577160494
clip_1.mp4,17,0,4:4:4,1,6,0,1,1.1052868916684524,2.5687464230057406,2.779252110977081,0.36801150977366254
clip_1.mp4,18,1,4:4:4,1,6,0,1,1.0,1.0,1.0,0.36770142103909464
clip_1.mp4,19,0,4:4:4,1,6,0,1,3.377154695052833,8.213513320816599,8.37459512289686,0.36875835905349796
clip_1.mp4,0,1,4:4:4,1,8,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,1,8,0,1,8.336281478146207,19.06828756919795,19.548248425657075,0.3694301376028807
clip_1.mp4,2,0,4:4:4,1,8,0,1,1.1418502202643173,2.5106365461312516,2.739197632792169,0.3632839827674897
clip_1.mp4,3,0,4:4:4,1,8,0,1,1.0440204454003892,2.247010812439181,2.4693416279839666,0.3602473958333333
clip_1.mp4,4,0,4:4:4,1,8,0,1,0.9945295121452888,2.1024626066642873,2.319374878360331,0.3595095486111111
clip_1.mp4,5,0,4:4:4,1,8,0,1,0.979119113882092,2.0312922451186686,2.2152520789354484,0.35903452932098767
clip_1.mp4,6,0,4:4:4,1,8,0,1,0.978834405349602,2.0313081640249995,2.2146180168403244,0.3592319315843621
clip_1.mp4,7,0,4:4:4,1,8,0,1,0.9636887865217415,1.9795590669647716,2.1655854056921813,0.35902199074074076
clip_1.mp4,8,1,4:4:4,1,8,0,1,1.0,1.0,1.0,0.36033307613168725
clip_1.mp4,9,0,4:4:4,1,8,0,1,1.325961763498452,3.344235644752376,3.549979798533168,0.36248601466049385
clip_1.mp4,10,0,4:4:4,1,8,0,1,1.2105516953911934,3.0892356465852444,3.282155180600842,0.3616186021090535
clip_1.mp4,11,0,4:4:4,1,8,0,1,1.2023560054597724,3.068345259868246,3.2628193427785575,0.3615959362139918
clip_1.mp4,12,0,4:4:4,1,8,0,1,1.158730939278386,2.9688256129931934,3.151013411865535,0.3621797839506173
clip_1.mp4,13,0,4:4:4,1,8,0,1,1.0545780772258737,2.4647159086856987,2.6384230536285953,0.3630132780349794
clip_1.mp4,14,0,4:4:4,1,8,0,1,1.0130757911234705,2.3357506369921803,2.5059397636662903,0.36714795524691357
clip_1.mp4,15,0,4:4:4,1,8,0,1,0.9902597712698592,2.2739285581126043,2.4502644527317328,0.3677735982510288
clip_1.mp4,16,1,4:4:4,1,8,0,1,1.0,1.0,1.0,0.3681587577160494
clip_1.mp4,17,0,4:4:4,1,8,0,1,2.5609864540415566,6.158378673762741,6.441672051294796,0.36801150977366254
clip_1.mp4,18,0,4:4:4,1,8,0,1,1.9243511718162734,4.850889423301862,5.049260483984864,0.36770142103909464
clip_1.mp4,19,0,4:4:4,1,8,0,1,1.573235572604336,3.8998115542449194,4.054117463048408,0.36875835905349796
clip_1.mp4,0,1,4:4:4,1,10,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,1,10,0,1,8.336281478146207,19.06828756919795,19.548248425657075,0.3694301376028807
clip_1.mp4,2,0,4:4:4,1,10,0,1,1.1418502202643173,2.5106365461312516,2.739197632792169,0.3632839827674897
clip_1.mp4,3,0,4:4:4,1,10,0,1,1.0440204454003892,2.247010812439181,2.4693416279839666,0.3602473958333333
clip_1.mp4,4,0,4:4:4,1,10,0,1,0.9945295121452888,2.1024626066642873,2.319374878360331,0.3595095486111111
clip_1.mp4,5,0,4:4:4,1,10,0,1,0.979119113882092,2.0312922451186686,2.2152520789354484,0.35903452932098767
clip_1.mp4,6,0,4:4:4,1,10,0,1,0.978834405349602,2.0313081640249995,2.2146180168403244,0.3592319315843621
clip_1.mp4,7,0,4:4:4,1,10,0,1,0.9636887865217415,1.9795590669647716,2.1655854056921813,0.35902199074074076
clip_1.mp4,8,0,4:4:4,1,10,0,1,0.9528816213692527,1.958754316891989,2.145473357475427,0.36033307613168725
clip_1.mp4,9,0,4:4:4,1,10,0,1,0.9373804880562645,1.918685345226419,2.089838041583101,0.36248601466049385
clip_1.mp4,10,1,4:4:4,1,10,0,1,1.0,1.0,1.0,0.3616186021090535
clip_1.mp4,11,0,4:4:4,1,10,0,1,20.142207716517078,58.99624445203141,69.00499168053244,0.3615959362139918
clip_1.mp4,12,0,4:4:4,1,10,0,1,4.888237207745367,13.627043793701699,15.09763662574811,0.3621797839506173
clip_1.mp4,13,0,4:4:4,1,10,0,1,1.5119785803034458,3.509413269968927,3.8108680310515175,0.3630132780349794
clip_1.mp4,14,0,4:4:4,1,10,0,1,1.2799699760129084,3.0160050732184103,3.2691980248595267,0.36714795524691357
clip_1.mp4,15,0,4:4:4,1,10,0,1,1.167140404694228,2.768572641653026,3.014601978332548,0.3677735982510288
clip_1.mp4,16,0,4:4:4,1,10,0,1,1.1584694080498428,2.7884910197034003,3.035226544180287,0.3681587577160494
clip_1.mp4,17,0,4:4:4,1,10,0,1,1.0940921346298944,2.5332352747148033,2.7377654784884196,0.36801150977366254
clip_1.mp4,18,0,4:4:4,1,10,0,1,1.0684154825439582,2.4684891455999085,2.664110819609788,0.36770142103909464
clip_1.mp4,19,0,4:4:4,1,10,0,1,1.0394078743567612,2.382051900609987,2.565955551155769,0.36875835905349796
clip_1.mp4,0,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3694301376028807
clip_1.mp4,2,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3632839827674897
clip_1.mp4,3,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3602473958333333
clip_1.mp4,4,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3595095486111111
clip_1.mp4,5,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.35903452932098767
clip_1.mp4,6,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3592319315843621
clip_1.mp4,7,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.35902199074074076
clip_1.mp4,8,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.36033307613168725
clip_1.mp4,9,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.36248601466049385
clip_1.mp4,10,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3616186021090535
clip_1.mp4,11,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3615959362139918
clip_1.mp4,12,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3621797839506173
clip_1.mp4,13,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3630132780349794
clip_1.mp4,14,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.36714795524691357
clip_1.mp4,15,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3677735982510288
clip_1.mp4,16,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.3681587577160494
clip_1.mp4,17,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.36801150977366254
clip_1.mp4,18,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.36770142103909464
clip_1.mp4,19,1,4:4:4,2,1,0,1,1.0,1.0,1.0,0.36875835905349796
clip_1.mp4,0,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,2,2,0,1,15.426734912510415,34.751131221719454,35.418303556178046,0.5250268454218107
clip_1.mp4,2,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.3632839827674897
clip_1.mp4,3,0,4:4:4,2,2,0,1,2.3017442905952166,5.7565780341685775,6.333923880505834,1.464969296553498
clip_1.mp4,4,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.3595095486111111
clip_1.mp4,5,0,4:4:4,2,2,0,1,2.4704360195671495,6.315981846425634,6.503004377987129,1.332016300154321
clip_1.mp4,6,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.3592319315843621
clip_1.mp4,7,0,4:4:4,2,2,0,1,2.6637891166949283,6.826486874419769,7.269056032306915,1.216308995627572
clip_1.mp4,8,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.36033307613168725
clip_1.mp4,9,0,4:4:4,2,2,0,1,2.0557927234296525,5.429523031483693,5.499098334570913,1.3657323816872429
clip_1.mp4,10,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.3616186021090535
clip_1.mp4,11,0,4:4:4,2,2,0,1,35.44615384615385,121.5617305663032,124.27184466019418,0.41042872299382716
clip_1.mp4,12,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.3621797839506173
clip_1.mp4,13,0,4:4:4,2,2,0,1,2.6942256569903567,6.984734367210552,7.028437785987865,1.2276507844650206
clip_1.mp4,14,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.36714795524691357
clip_1.mp4,15,0,4:4:4,2,2,0,1,5.394212459548609,14.012325656827764,13.545150501672241,0.7916092785493827
clip_1.mp4,16,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.3681587577160494
clip_1.mp4,17,0,4:4:4,2,2,0,1,4.518158919964789,12.074487288481023,11.356964465670595,0.8439367926954733
clip_1.mp4,18,1,4:4:4,2,2,0,1,1.0,1.0,1.0,0.36770142103909464
clip_1.mp4,19,0,4:4:4,2,2,0,1,5.352358434559055,13.283452057602624,12.891193255996122,0.7329584619341564
clip_1.mp4,0,1,4:4:4,2,4,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,2,4,0,1,15.426734912510415,34.751131221719454,35.418303556178046,0.5250268454218107
clip_1.mp4,2,0,4:4:4,2,4,0,1,1.7241465324998628,3.8466532854975086,4.225662093756878,1.7076551247427985
clip_1.mp4,3,0,4:4:4,2,4,0,1,1.5357110588081946,3.3667584558632515,3.7155963302752295,1.8489218428497942
clip_1.mp4,4,1,4:4:4,2,4,0,1,1.0,1.0,1.0,0.3595095486111111
clip_1.mp4,5,0,4:4:4,2,4,0,1,2.4704360195671495,6.315981846425634,6.503004377987129,1.332016300154321
clip_1.mp4,6,0,4:4:4,2,4,0,1,2.4124138797562455,6.222990492653414,6.413261992391674,1.3487879372427984
clip_1.mp4,7,0,4:4:4,2,4,0,1,1.7795475610174727,4.3441644145559675,4.60141486406121,1.5737454989711934
clip_1.mp4,8,1,4:4:4,2,4,0,1,1.0,1.0,1.0,0.36033307613168725
clip_1.mp4,9,0,4:4:4,2,4,0,1,2.0557927234296525,5.429523031483693,5.499098334570913,1.3657323816872429
clip_1.mp4,10,0,4:4:4,2,4,0,1,1.8520007073613813,4.966135629915603,5.048547471343845,1.4606494341563785
clip_1.mp4,11,0,4:4:4,2,4,0,1,1.8360288792042458,4.920717035040175,5.0120370101807,1.4607259516460904
clip_1.mp4,12,1,4:4:4,2,4,0,1,1.0,1.0,1.0,0.3621797839506173
clip_1.mp4,13,0,4:4:4,2,4,0,1,2.6942256569903567,6.984734367210552,7.028437785987865,1.2276507844650206
clip_1.mp4,14,0,4:4:4,2,4,0,1,2.0457855003374124,5.242904026740429,5.377007691070993,1.3724074074074073
clip_1.mp4,15,0,4:4:4,2,4,0,1,1.807162764917198,4.642103990651318,4.845493802927486,1.4820859053497943
clip_1.mp4,16,1,4:4:4,2,4,0,1,1.0,1.0,1.0,0.3681587577160494
clip_1.mp4,17,0,4:4:4,2,4,0,1,4.518158919964789,12.074487288481023,11.356964465670595,0.8439367926954733
clip_1.mp4,18,0,4:4:4,2,4,0,1,3.1825548843377045,8.80846183254747,8.348431045727951,1.0066964056069958
clip_1.mp4,19,0,4:4:4,2,4,0,1,2.4803175036063645,6.5707586032067935,6.382742954234846,1.1379417438271604
clip_1.mp4,0,1,4:4:4,2,6,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,2,6,0,1,15.426734912510415,34.751131221719454,35.418303556178046,0.5250268454218107
clip_1.mp4,2,0,4:4:4,2,6,0,1,1.7241465324998628,3.8466532854975086,4.225662093756878,1.7076551247427985
clip_1.mp4,3,0,4:4:4,2,6,0,1,1.5357110588081946,3.3667584558632515,3.7155963302752295,1.8489218428497942
clip_1.mp4,4,0,4:4:4,2,6,0,1,1.4289435492873888,3.0578027351526393,3.3654142660066544,1.9201443544238683
clip_1.mp4,5,0,4:4:4,2,6,0,1,1.4073934308065499,2.9540228902583916,3.22101613614758,1.9562225115740741
clip_1.mp4,6,1,4:4:4,2,6,0,1,1.0,1.0,1.0,0.3592319315843621
clip_1.mp4,7,0,4:4:4,2,6,0,1,2.6637891166949283,6.826486874419769,7.269056032306915,1.216308995627572
clip_1.mp4,8,0,4:4:4,2,6,0,1,1.9711251459142118,4.787234042553192,5.021066395467093,1.5499768518518517
clip_1.mp4,9,0,4:4:4,2,6,0,1,1.577928481852605,3.730731033291593,3.843102949789089,1.7289538323045268
clip_1.mp4,10,0,4:4:4,2,6,0,1,1.533605303718342,3.649586218306364,3.7661007344768214,1.7606087641460906
clip_1.mp4,11,0,4:4:4,2,6,0,1,1.5295035751851027,3.6423166370400555,3.759791122715405,1.7623308899176955
clip_1.mp4,12,1,4:4:4,2,6,0,1,1.0,1.0,1.0,0.3621797839506173
clip_1.mp4,13,0,4:4:4,2,6,0,1,2.6942256569903567,6.984734367210552,7.028437785987865,1.2276507844650206
clip_1.mp4,14,0,4:4:4,2,6,0,1,2.0457855003374124,5.242904026740429,5.377007691070993,1.3724074074074073
clip_1.mp4,15,0,4:4:4,2,6,0,1,1.807162764917198,4.642103990651318,4.845493802927486,1.4820859053497943
clip_1.mp4,16,0,4:4:4,2,6,0,1,1.7764466611952292,4.627331964652325,4.849891008429305,1.4836109503600823
clip_1.mp4,17,0,4:4:4,2,6,0,1,1.664245527580921,4.181218392844181,4.337893811974395,1.5737056327160495
clip_1.mp4,18,1,4:4:4,2,6,0,1,1.0,1.0,1.0,0.36770142103909464
clip_1.mp4,19,0,4:4:4,2,6,0,1,5.352358434559055,13.283452057602624,12.891193255996122,0.7329584619341564
clip_1.mp4,0,1,4:4:4,2,8,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,2,8,0,1,15.426734912510415,34.751131221719454,35.418303556178046,0.5250268454218107
clip_1.mp4,2,0,4:4:4,2,8,0,1,1.7241465324998628,3.8466532854975086,4.225662093756878,1.7076551247427985
clip_1.mp4,3,0,4:4:4,2,8,0,1,1.5357110588081946,3.3667584558632515,3.7155963302752295,1.8489218428497942
clip_1.mp4,4,0,4:4:4,2,8,0,1,1.4289435492873888,3.0578027351526393,3.3654142660066544,1.9201443544238683
clip_1.mp4,5,0,4:4:4,2,8,0,1,1.4073934308065499,2.9540228902583916,3.22101613614758,1.9562225115740741
clip_1.mp4,6,0,4:4:4,2,8,0,1,1.4067632640489762,2.9518110021011155,3.2181267944440135,1.956287454989712
clip_1.mp4,7,0,4:4:4,2,8,0,1,1.375484066115571,2.866662058477915,3.1197999572712583,1.965797807355967
clip_1.mp4,8,1,4:4:4,2,8,0,1,1.0,1.0,1.0,0.36033307613168725
clip_1.mp4,9,0,4:4:4,2,8,0,1,2.0557927234296525,5.429523031483693,5.499098334570913,1.3657323816872429
clip_1.mp4,10,0,4:4:4,2,8,0,1,1.8520007073613813,4.966135629915603,5.048547471343845,1.4606494341563785
clip_1.mp4,11,0,4:4:4,2,8,0,1,1.8360288792042458,4.920717035040175,5.0120370101807,1.4607259516460904
clip_1.mp4,12,0,4:4:4,2,8,0,1,1.7513010606114352,4.691169217821737,4.761226860887495,1.508369502314815
clip_1.mp4,13,0,4:4:4,2,8,0,1,1.5778636444571603,3.9523341186157683,4.0324054807733445,1.6819709683641975
clip_1.mp4,14,0,4:4:4,2,8,0,1,1.4930230548795416,3.6469801962784483,3.744257937769046,1.728023726851852
clip_1.mp4,15,0,4:4:4,2,8,0,1,1.449372609541703,3.5292075281591138,3.654139631273063,1.7621511702674897
clip_1.mp4,16,1,4:4:4,2,8,0,1,1.0,1.0,1.0,0.3681587577160494
clip_1.mp4,17,0,4:4:4,2,8,0,1,4.518158919964789,12.074487288481023,11.356964465670595,0.8439367926954733
clip_1.mp4,18,0,4:4:4,2,8,0,1,3.1825548843377045,8.80846183254747,8.348431045727951,1.0066964056069958
clip_1.mp4,19,0,4:4:4,2,8,0,1,2.4803175036063645,6.5707586032067935,6.382742954234846,1.1379417438271604
clip_1.mp4,0,1,4:4:4,2,10,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,0,4:4:4,2,10,0,1,15.426734912510415,34.751131221719454,35.418303556178046,0.5250268454218107
clip_1.mp4,2,0,4:4:4,2,10,0,1,1.7241465324998628,3.8466532854975086,4.225662093756878,1.7076551247427985
clip_1.mp4,3,0,4:4:4,2,10,0,1,1.5357110588081946,3.3667584558632515,3.7155963302752295,1.8489218428497942
clip_1.mp4,4,0,4:4:4,2,10,0,1,1.4289435492873888,3.0578027351526393,3.3654142660066544,1.9201443544238683
clip_1.mp4,5,0,4:4:4,2,10,0,1,1.4073934308065499,2.9540228902583916,3.22101613614758,1.9562225115740741
clip_1.mp4,6,0,4:4:4,2,10,0,1,1.4067632640489762,2.9518110021011155,3.2181267944440135,1.956287454989712
clip_1.mp4,7,0,4:4:4,2,10,0,1,1.375484066115571,2.866662058477915,3.1197999572712583,1.965797807355967
clip_1.mp4,8,0,4:4:4,2,10,0,1,1.3456040098168873,2.8180192325463826,3.0754901117416207,1.9789528677983539
clip_1.mp4,9,0,4:4:4,2,10,0,1,1.3218032517277911,2.749870038935274,2.9753517590102825,1.9891965663580247
clip_1.mp4,10,1,4:4:4,2,10,0,1,1.0,1.0,1.0,0.3616186021090535
clip_1.mp4,11,0,4:4:4,2,10,0,1,35.44615384615385,121.5617305663032,124.27184466019418,0.41042872299382716
clip_1.mp4,12,0,4:4:4,2,10,0,1,7.244270542202348,22.091065987684573,22.013673616714087,0.6019700038580247
clip_1.mp4,13,0,4:4:4,2,10,0,1,2.4248434189169594,6.376854380397077,6.3626879410862225,1.28506735468107
clip_1.mp4,14,0,4:4:4,2,10,0,1,1.954544769028911,5.005914588513628,5.113888587465843,1.4097093621399177
clip_1.mp4,15,0,4:4:4,2,10,0,1,1.7631753481965207,4.50676797621428,4.686377052662982,1.5098315329218106
clip_1.mp4,16,0,4:4:4,2,10,0,1,1.7363344051446945,4.495570770117983,4.692167049836172,1.5109701324588478
clip_1.mp4,17,0,4:4:4,2,10,0,1,1.6405790129942466,4.107911930298624,4.243441247493145,1.59322064686214
clip_1.mp4,18,0,4:4:4,2,10,0,1,1.5907549642049448,3.959382721235474,4.0817612043715155,1.6260627250514403
clip_1.mp4,19,0,4:4:4,2,10,0,1,1.5343769701382537,3.777145500978167,3.889016005431419,1.6539539930555556
clip_1.mp4,0,1,4:4:4,4,1,0,1,1.0,1.0,1.0,0.3692430234053498
clip_1.mp4,1,1,4:4:4,4,1,0,1,1.0,1.0,1.0,0.3694301376028807
clip_1.mp4,2,1,4:4:4,4,1,0,1,1.0,1.0,1.0,0.3632839827674897
clip_1.mp4,3,1,4:4:4,4,1,0,1,1.0,1.0,1.0,0.3602473958333333
clip_1.mp4,4,1,4:4:4,4,1,0,1,1.0,1.0,1.0,0.3595095486111111
clip_1.mp4,5,1,4:4:4,4,1,0,1,1.0,1.0,1.0,0.35903452932098767
